"","Hugo_Symbol","n_pts","n_tumor_samples"
"7239","NSD1",4,4
"7240","NSD2",4,5
"7241","NSD3",3,4
"7242","NSDHL",1,1
"7243","NSF",1,1
"7244","NSFL1C",2,2
"7245","NSG1",1,1
"7246","NSG2",1,1
"7247","NSMAF",3,5
"7248","NSMCE1",1,2
"7249","NSMCE2",1,1
"7250","NSRP1",2,2
"7251","NSUN2",1,1
"7252","NSUN5",1,1
"7253","NSUN6",1,1
"7254","NSUN7",2,2
"7255","NT5C",1,1
"7256","NT5C1A",3,3
"7257","NT5C1B",1,1
"7258","NT5C1B-RDH14",1,1
"7259","NT5C2",1,1
"7260","NT5C3A",1,1
"7261","NT5DC2",2,2
"7262","NT5E",1,1
"7263","NTAQ1",2,3
"7264","NTF3",3,4
"7265","NTF4",1,1
"7266","NTM",2,2
"7267","NTMT1",1,1
"7268","NTN1",1,1
"7269","NTN4",2,2
"7270","NTNG2",2,2
"7271","NTPCR",1,1
"7272","NTRK1",3,3
"7273","NTRK2",2,2
"7274","NTRK3",5,5
"7275","NTSR1",3,4
"7276","NUAK1",2,2
"7277","NUBP1",2,2
"7278","NUBPL",2,2
"7279","NUCB1",2,3
"7280","NUCB2",2,2
"7281","NUDC",3,4
"7282","NUDCD1",2,2
"7283","NUDCD2",2,2
"7284","NUDCD3",1,1
"7285","NUDT1",1,1
"7286","NUDT11",1,2
"7287","NUDT12",2,2
"7288","NUDT13",1,1
"7289","NUDT14",1,1
"7290","NUDT16",1,1
"7291","NUDT19",1,2
"7292","NUDT2",1,1
"7293","NUDT21",2,2
"7294","NUDT7",1,1
"7295","NUDT9",1,1
"7296","NUF2",3,3
"7297","NUFIP1",1,1
"7298","NUFIP2",1,1
"7299","NUGGC",1,1
"7300","NUMA1",3,3
"7301","NUMBL",1,1
"7302","NUP107",3,3
"7303","NUP133",2,3
"7304","NUP153",3,3
"7305","NUP155",3,4
"7306","NUP160",2,2
"7307","NUP188",1,1
"7308","NUP205",4,4
"7309","NUP210",2,2
"7310","NUP210L",5,5
"7311","NUP214",1,2
"7312","NUP35",1,1
"7313","NUP37",1,1
"7314","NUP42",2,2
"7315","NUP43",1,1
"7316","NUP54",1,1
"7317","NUP58",2,2
"7318","NUP62",1,1
"7319","NUP62CL",1,2
"7320","NUP85",1,1
"7321","NUP88",1,1
"7322","NUP93",1,1
"7323","NUP98",3,4
"7324","NUTM1",2,2
"7325","NUTM2A",1,1
"7326","NUTM2D",1,1
"7327","NUTM2F",1,1
"7328","NUTM2G",1,1
"7329","NVL",1,1
"7330","NWD1",6,7
"7331","NXF1",3,4
"7332","NXF3",2,3
"7333","NXF5",3,3
"7334","NXN",2,2
"7335","NXNL1",2,2
"7336","NXPE3",3,3
"7337","NXPE4",4,5
"7338","NXPH1",3,3
"7339","NXPH2",2,2
"7340","NXPH3",1,1
"7341","NXPH4",2,2
"7342","NYAP1",2,2
"7343","NYAP2",3,3
"7344","NYNRIN",3,3
"7345","NYX",1,1
"7346","OAF",1,1
"7347","OAS1",1,1
"7348","OAS2",3,3
"7349","OAS3",2,2
"7350","OASL",2,3
"7351","OAT",1,1
"7352","OAZ3",1,1
"7353","OBI1",2,2
"7354","OBP2B",2,2
"7355","OBSCN",12,15
"7356","OBSL1",1,1
"7357","OCA2",5,5
"7358","OCEL1",1,1
"7359","OCIAD1",3,4
"7360","OCIAD2",2,2
"7361","OCLN",2,2
"7362","OCM2",2,2
"7363","OCRL",4,5
"7364","ODAM",1,1
"7365","ODC1",2,2
"7366","ODF1",2,2
"7367","ODF2",2,2
"7368","ODF2L",3,3
"7369","ODF3",2,2
"7370","ODF4",1,1
"7371","ODR4",1,1
"7372","OFCC1",1,1
"7373","OFD1",2,2
"7374","OGA",3,3
"7375","OGDH",4,5
"7376","OGDHL",3,4
"7377","OGFOD2",1,1
"7378","OGFR",1,1
"7379","OGFRL1",1,1
"7380","OGG1",3,4
"7381","OGT",3,5
"7382","OIT3",1,1
"7383","OLA1",1,1
"7384","OLAH",1,1
"7385","OLFM1",1,1
"7386","OLFM2",1,1
"7387","OLFM4",2,2
"7388","OLFML1",1,1
"7389","OLFML2A",1,1
"7390","OLFML2B",4,5
"7391","OLFML3",2,2
"7392","OLR1",1,1
"7393","OMA1",1,1
"7394","OMD",1,1
"7395","OMG",1,1
"7396","ONECUT1",1,1
"7397","ONECUT2",2,2
"7398","OOEP",3,3
"7399","OOSP2",1,1
"7400","OPA3",1,1
"7401","OPALIN",1,1
"7402","OPCML",2,2
"7403","OPHN1",5,6
"7404","OPLAH",2,2
"7405","OPN1LW",2,2
"7406","OPN1MW",1,1
"7407","OPN1SW",2,2
"7408","OPN4",1,1
"7409","OPN5",1,1
"7410","OPRK1",1,1
"7411","OPRL1",3,3
"7412","OPRPN",2,2
"7413","OPTC",1,1
"7414","OPTN",2,2
"7415","OR10A2",2,2
"7416","OR10A3",2,2
"7417","OR10A4",2,2
"7418","OR10A6",1,1
"7419","OR10AD1",2,2
"7420","OR10AG1",4,5
"7421","OR10C1",1,1
"7422","OR10G2",1,1
"7423","OR10G4",1,1
"7424","OR10G7",1,1
"7425","OR10G8",1,2
"7426","OR10G9",2,2
"7427","OR10H1",2,2
"7428","OR10H2",1,1
"7429","OR10H3",2,2
"7430","OR10H4",1,1
"7431","OR10H5",3,3
"7432","OR10J3",1,1
"7433","OR10K2",2,2
"7434","OR10Q1",2,2
"7435","OR10R2",2,2
"7436","OR10S1",2,2
"7437","OR10T2",1,1
"7438","OR10V1",1,1
"7439","OR10W1",3,3
"7440","OR10X1",1,1
"7441","OR10Z1",1,1
"7442","OR11A1",1,1
"7443","OR11G2",2,2
"7444","OR11H1",1,1
"7445","OR11H6",1,2
"7446","OR11L1",1,1
"7447","OR12D2",3,3
"7448","OR12D3",1,1
"7449","OR13A1",1,1
"7450","OR13C2",1,1
"7451","OR13C3",2,2
"7452","OR13C4",1,1
"7453","OR13C5",1,1
"7454","OR13C8",5,5
"7455","OR13C9",1,1
"7456","OR13D1",1,1
"7457","OR13F1",1,1
"7458","OR13G1",3,3
"7459","OR13H1",1,1
"7460","OR13J1",1,1
"7461","OR14A16",4,4
"7462","OR14I1",1,1
"7463","OR14J1",2,2
"7464","OR14K1",1,1
"7465","OR1A2",1,1
"7466","OR1B1",1,2
"7467","OR1D2",1,1
"7468","OR1D5",1,1
"7469","OR1E2",3,3
"7470","OR1F1",1,1
"7471","OR1G1",3,5
"7472","OR1I1",2,3
"7473","OR1J1",2,2
"7474","OR1K1",1,1
"7475","OR1L1",2,2
"7476","OR1L3",1,2
"7477","OR1L4",1,1
"7478","OR1M1",2,2
"7479","OR1N1",2,2
"7480","OR1N2",1,1
"7481","OR1Q1",1,1
"7482","OR1S1",2,2
"7483","OR1S2",1,1
"7484","OR2A1",3,3
"7485","OR2A12",4,4
"7486","OR2A2",2,2
"7487","OR2A25",2,3
"7488","OR2A4",1,1
"7489","OR2A5",1,1
"7490","OR2A7",3,3
"7491","OR2AE1",1,1
"7492","OR2AG1",2,2
"7493","OR2AG2",1,1
"7494","OR2AK2",1,1
"7495","OR2AT4",1,1
"7496","OR2B11",1,1
"7497","OR2B3",2,3
"7498","OR2B6",2,2
"7499","OR2C1",2,2
"7500","OR2C3",2,3
"7501","OR2D2",2,2
"7502","OR2D3",2,2
"7503","OR2F1",2,2
"7504","OR2F2",3,3
"7505","OR2G2",2,2
"7506","OR2G3",1,1
"7507","OR2G6",3,3
"7508","OR2H1",2,2
"7509","OR2J3",2,2
"7510","OR2K2",1,2
"7511","OR2L13",3,3
"7512","OR2L2",3,3
"7513","OR2L8",3,3
"7514","OR2M2",2,2
"7515","OR2M3",1,1
"7516","OR2M4",4,4
"7517","OR2M5",1,1
"7518","OR2M7",1,1
"7519","OR2S2",1,2
"7520","OR2T1",1,1
"7521","OR2T10",1,1
"7522","OR2T12",2,2
"7523","OR2T2",2,2
"7524","OR2T27",3,3
"7525","OR2T3",2,3
"7526","OR2T33",4,5
"7527","OR2T34",2,2
"7528","OR2T35",1,1
"7529","OR2T4",3,3
"7530","OR2T6",4,6
"7531","OR2T8",1,1
"7532","OR2U1P",1,1
"7533","OR2W3",3,3
"7534","OR2W5",4,4
"7535","OR2Y1",4,4
"7536","OR2Z1",3,4
"7537","OR3A2",2,2
"7538","OR3A4P",4,4
"7539","OR4A15",1,1
"7540","OR4A16",1,1
"7541","OR4A47",2,3
"7542","OR4A5",2,2
"7543","OR4C11",3,3
"7544","OR4C13",1,1
"7545","OR4C15",2,2
"7546","OR4C16",5,6
"7547","OR4C3",2,3
"7548","OR4C46",1,1
"7549","OR4C6",2,3
"7550","OR4D10",2,2
"7551","OR4D11",1,1
"7552","OR4D2",1,1
"7553","OR4D6",2,2
"7554","OR4D9",1,1
"7555","OR4E2",2,2
"7556","OR4F15",1,1
"7557","OR4F17",1,1
"7558","OR4F4",1,1
"7559","OR4F5",2,2
"7560","OR4F6",1,1
"7561","OR4K1",1,1
"7562","OR4K13",3,3
"7563","OR4K14",1,1
"7564","OR4K15",4,4
"7565","OR4K17",2,2
"7566","OR4K2",1,1
"7567","OR4K5",3,3
"7568","OR4L1",2,2
"7569","OR4M1",5,5
"7570","OR4N2",2,2
"7571","OR4N5",1,1
"7572","OR4P4",1,1
"7573","OR4Q3",2,2
"7574","OR4S1",1,1
"7575","OR4S2",1,1
"7576","OR4X2",2,3
"7577","OR51A2",2,3
"7578","OR51A4",1,1
"7579","OR51A7",1,1
"7580","OR51B2",1,1
"7581","OR51B4",2,2
"7582","OR51B5",1,1
"7583","OR51B6",1,1
"7584","OR51D1",1,1
"7585","OR51E1",1,1
"7586","OR51E2",4,4
"7587","OR51F1",5,7
"7588","OR51F2",1,1
"7589","OR51G1",4,5
"7590","OR51G2",2,2
"7591","OR51L1",1,1
"7592","OR51M1",2,3
"7593","OR51S1",3,5
"7594","OR52A1",1,1
"7595","OR52B2",2,2
"7596","OR52B6",2,2
"7597","OR52D1",1,1
"7598","OR52E2",3,3
"7599","OR52E4",3,3
"7600","OR52E6",1,1
"7601","OR52E8",3,3
"7602","OR52J3",3,3
"7603","OR52K1",1,1
"7604","OR52K2",1,1
"7605","OR52L1",2,2
"7606","OR52M1",3,3
"7607","OR52N1",1,1
"7608","OR52N4",1,2
"7609","OR52N5",1,1
"7610","OR52R1",2,3
"7611","OR52W1",1,1
"7612","OR56A1",2,2
"7613","OR56A3",1,1
"7614","OR56A4",3,3
"7615","OR5A1",4,4
"7616","OR5A2",1,1
"7617","OR5AC2",4,4
"7618","OR5AN1",3,3
"7619","OR5AP2",1,1
"7620","OR5AR1",3,4
"7621","OR5AU1",3,3
"7622","OR5B12",1,1
"7623","OR5B17",3,3
"7624","OR5B2",1,1
"7625","OR5B21",1,1
"7626","OR5B3",1,1
"7627","OR5C1",1,1
"7628","OR5D13",6,7
"7629","OR5D14",2,3
"7630","OR5D16",2,2
"7631","OR5D18",5,7
"7632","OR5H1",2,2
"7633","OR5H14",1,1
"7634","OR5H15",1,1
"7635","OR5H2",2,2
"7636","OR5H6",1,1
"7637","OR5I1",2,3
"7638","OR5J2",2,2
"7639","OR5K1",2,2
"7640","OR5K2",2,2
"7641","OR5K3",3,3
"7642","OR5K4",3,4
"7643","OR5L1",2,2
"7644","OR5L2",2,2
"7645","OR5M1",2,2
"7646","OR5M10",2,2
"7647","OR5M3",1,1
"7648","OR5M8",1,1
"7649","OR5P2",1,1
"7650","OR5P3",2,2
"7651","OR5R1",1,1
"7652","OR5T1",2,2
"7653","OR5T2",1,1
"7654","OR5T3",2,3
"7655","OR5V1",1,1
"7656","OR5W2",5,7
"7657","OR6B1",1,1
"7658","OR6B2",1,1
"7659","OR6C1",4,5
"7660","OR6C3",2,3
"7661","OR6C4",1,1
"7662","OR6C6",2,3
"7663","OR6C65",1,1
"7664","OR6C68",1,1
"7665","OR6C70",2,3
"7666","OR6F1",1,1
"7667","OR6K3",2,2
"7668","OR6K6",1,1
"7669","OR6M1",2,2
"7670","OR6N1",1,1
"7671","OR6N2",2,2
"7672","OR6Q1",1,1
"7673","OR6S1",2,2
"7674","OR6V1",2,2
"7675","OR6Y1",1,1
"7676","OR7A10",1,1
"7677","OR7A17",3,4
"7678","OR7A5",1,1
"7679","OR7C1",2,2
"7680","OR7C2",2,2
"7681","OR7D2",2,2
"7682","OR7D4",2,2
"7683","OR7G2",2,2
"7684","OR7G3",2,3
"7685","OR8A1",1,2
"7686","OR8B12",1,1
"7687","OR8B2",1,1
"7688","OR8B3",2,2
"7689","OR8B4",1,1
"7690","OR8D1",3,3
"7691","OR8G1",1,1
"7692","OR8G2P",2,2
"7693","OR8G5",2,2
"7694","OR8H1",3,3
"7695","OR8H2",3,3
"7696","OR8H3",3,3
"7697","OR8I2",1,1
"7698","OR8J1",1,1
"7699","OR8J3",2,2
"7700","OR8K1",3,4
"7701","OR8K3",5,7
"7702","OR8S1",2,2
"7703","OR8U1",2,2
"7704","OR9A4",1,1
"7705","OR9G1",1,1
"7706","OR9G4",3,5
"7707","OR9I1",1,1
"7708","OR9K2",3,3
"7709","OR9Q2",2,2
"7710","ORC1",1,1
"7711","ORC2",1,1
"7712","ORC3",2,2
"7713","ORC5",1,1
"7714","ORC6",1,1
"7715","ORM1",1,1
"7716","ORM2",1,1
"7717","ORMDL2",1,1
"7718","ORMDL3",1,1
"7719","OS9",1,1
"7720","OSBP",3,4
"7721","OSBP2",2,2
"7722","OSBPL10",2,2
"7723","OSBPL11",1,1
"7724","OSBPL1A",3,3
"7725","OSBPL2",1,1
"7726","OSBPL3",2,2
"7727","OSBPL6",1,1
"7728","OSBPL7",1,1
"7729","OSBPL8",3,4
"7730","OSBPL9",1,1
"7731","OSCAR",1,1
"7732","OSCP1",2,2
"7733","OSER1",1,1
"7734","OSGEP",1,1
"7735","OSGIN1",1,1
"7736","OSGIN2",1,1
"7737","OSM",1,1
"7738","OSMR",2,2
"7739","OSR1",3,3
"7740","OSR2",1,1
"7741","OSTF1",2,2
"7742","OSTM1",2,2
"7743","OTC",1,2
"7744","OTOA",3,3
"7745","OTOF",3,3
"7746","OTOGL",8,10
"7747","OTOL1",3,4
"7748","OTOP1",3,3
"7749","OTOP2",2,2
"7750","OTOP3",2,2
"7751","OTOS",2,2
"7752","OTUB2",3,3
"7753","OTUD4",3,3
"7754","OTUD5",2,2
"7755","OTUD6A",2,3
"7756","OTUD7B",3,3
"7757","OTULIN",1,1
"7758","OTULINL",2,2
"7759","OTX1",2,2
"7760","OVCH1",2,2
"7761","OVCH2",1,1
"7762","OVGP1",2,2
"7763","OVOL1",2,2
"7764","OVOL2",2,2
"7765","OXA1L",2,2
"7766","OXCT1",1,1
"7767","OXGR1",2,2
"7768","OXR1",3,3
"7769","OXSM",3,3
"7770","OXSR1",1,1
"7771","P2RX1",2,2
"7772","P2RX2",2,2
"7773","P2RX3",1,1
"7774","P2RX4",1,1
"7775","P2RX5",1,1
"7776","P2RX6",1,1
"7777","P2RX7",2,2
"7778","P2RY1",2,2
"7779","P2RY10",5,6
"7780","P2RY13",3,4
"7781","P2RY14",1,1
"7782","P2RY2",1,1
"7783","P2RY4",3,4
"7784","P2RY8",1,1
"7785","P3H1",3,4
"7786","P3H2",3,3
"7787","P3H3",3,3
"7788","P3H4",2,2
"7789","P4HA1",2,2
"7790","P4HA2",2,2
"7791","P4HA3",1,1
"7792","P4HB",3,3
"7793","P4HTM",2,3
"7794","PA2G4",1,1
"7795","PABPC1L",3,4
"7796","PABPC3",2,3
"7797","PABPC4",2,2
"7798","PABPC5",1,1
"7799","PABPN1",1,1
"7800","PABPN1L",1,1
"7801","PACC1",2,2
"7802","PACRG",1,1
"7803","PACRGL",1,1
"7804","PACS1",3,4
"7805","PACS2",2,2
"7806","PACSIN2",1,1
"7807","PACSIN3",1,1
"7808","PADI3",2,3
"7809","PADI4",3,3
"7810","PADI6",2,2
"7811","PAEP",1,1
"7812","PAF1",1,1
"7813","PAFAH2",2,3
"7814","PAG1",1,1
"7815","PAGE1",1,1
"7816","PAGE2B",1,2
"7817","PAH",1,2
"7818","PAIP1",2,2
"7819","PAIP2B",1,1
"7820","PAK1",1,1
"7821","PAK1IP1",1,1
"7822","PAK3",1,1
"7823","PAK4",2,2
"7824","PAK5",2,2
"7825","PAK6",1,1
"7826","PALB2",1,1
"7827","PALLD",2,2
"7828","PALM",1,1
"7829","PALM2AKAP2",3,3
"7830","PALMD",1,1
"7831","PAM",1,2
"7832","PAMR1",1,1
"7833","PAN2",1,1
"7834","PAN3",3,4
"7835","PANK2",1,1
"7836","PANK3",1,1
"7837","PANK4",3,3
"7838","PANX2",3,3
"7839","PANX3",2,2
"7840","PAOX",1,1
"7841","PAPLN",2,2
"7842","PAPOLA",3,3
"7843","PAPOLB",3,3
"7844","PAPPA",4,4
"7845","PAPPA2",5,5
"7846","PAPSS2",1,1
"7847","PAQR3",2,2
"7848","PAQR7",1,1
"7849","PAQR9",2,2
"7850","PARD3",2,2
"7851","PARD3B",2,2
"7852","PARD6B",2,2
"7853","PARD6G",1,1
"7854","PARGP1",2,2
"7855","PARK7",1,1
"7856","PARM1",1,1
"7857","PARP1",1,1
"7858","PARP10",1,1
"7859","PARP12",2,2
"7860","PARP14",1,1
"7861","PARP15",2,2
"7862","PARP16",2,2
"7863","PARP2",1,1
"7864","PARP3",2,2
"7865","PARP4",4,4
"7866","PARP6",1,1
"7867","PARP8",2,2
"7868","PARP9",4,5
"7869","PARPBP",2,2
"7870","PARS2",2,2
"7871","PARVB",1,1
"7872","PASD1",4,4
"7873","PASK",3,3
"7874","PATE2",1,1
"7875","PATJ",3,3
"7876","PATL1",2,2
"7877","PATZ1",1,1
"7878","PAX1",2,2
"7879","PAX3",4,4
"7880","PAX4",1,1
"7881","PAX5",1,1
"7882","PAX6",1,1
"7883","PAX7",1,1
"7884","PAX8",2,2
"7885","PAX9",1,1
"7886","PAXIP1",1,1
"7887","PBDC1",1,1
"7888","PBLD",1,1
"7889","PBOV1",1,1
"7890","PBRM1",1,1
"7891","PBX2",2,2
"7892","PBX4",1,1
"7893","PBXIP1",3,3
"7894","PC",2,2
"7895","PCARE",2,3
"7896","PCBP1",1,1
"7897","PCCA",2,2
"7898","PCCB",2,3
"7899","PCDH1",2,3
"7900","PCDH10",2,2
"7901","PCDH11X",7,9
"7902","PCDH12",2,2
"7903","PCDH15",3,4
"7904","PCDH17",4,4
"7905","PCDH18",3,3
"7906","PCDH19",7,10
"7907","PCDH7",4,4
"7908","PCDH9",1,1
"7909","PCDHA1",8,10
"7910","PCDHA10",2,2
"7911","PCDHA11",3,3
"7912","PCDHA12",7,8
"7913","PCDHA13",2,2
"7914","PCDHA2",5,6
"7915","PCDHA3",9,9
"7916","PCDHA4",5,5
"7917","PCDHA5",2,2
"7918","PCDHA6",2,2
"7919","PCDHA7",1,1
"7920","PCDHA8",3,4
"7921","PCDHA9",3,3
"7922","PCDHAC1",5,5
"7923","PCDHAC2",1,1
"7924","PCDHB1",1,1
"7925","PCDHB10",2,2
"7926","PCDHB11",2,2
"7927","PCDHB12",1,1
"7928","PCDHB13",4,4
"7929","PCDHB14",2,2
"7930","PCDHB15",3,3
"7931","PCDHB16",1,1
"7932","PCDHB2",1,1
"7933","PCDHB3",3,3
"7934","PCDHB4",4,4
"7935","PCDHB5",4,4
"7936","PCDHB6",3,3
"7937","PCDHB7",4,6
"7938","PCDHB8",2,2
"7939","PCDHB9",2,2
"7940","PCDHGA1",5,5
"7941","PCDHGA10",2,2
"7942","PCDHGA11",4,4
"7943","PCDHGA12",1,1
"7944","PCDHGA2",2,2
"7945","PCDHGA3",1,1
"7946","PCDHGA4",3,3
"7947","PCDHGA6",2,2
"7948","PCDHGA7",1,1
"7949","PCDHGA8",2,2
"7950","PCDHGA9",1,1
"7951","PCDHGB1",3,3
"7952","PCDHGB2",2,2
"7953","PCDHGB3",4,5
"7954","PCDHGB4",4,5
"7955","PCDHGB5",2,2
"7956","PCDHGB6",3,3
"7957","PCDHGB7",1,1
"7958","PCDHGC3",2,2
"7959","PCDHGC4",2,2
"7960","PCDHGC5",1,1
"7961","PCED1A",2,2
"7962","PCF11",3,3
"7963","PCGF1",1,1
"7964","PCGF3",1,1
"7965","PCGF5",1,2
"7966","PCIF1",2,2
"7967","PCK1",2,2
"7968","PCK2",2,3
"7969","PCLO",9,10
"7970","PCM1",2,2
"7971","PCMT1",1,1
"7972","PCMTD1",2,2
"7973","PCMTD2",3,4
"7974","PCNA",2,2
"7975","PCNP",1,1
"7976","PCNT",4,4
"7977","PCNX1",4,4
"7978","PCNX2",3,3
"7979","PCNX3",1,1
"7980","PCNX4",1,1
"7981","PCOLCE2",1,1
"7982","PCP4",1,1
"7983","PCP4L1",1,1
"7984","PCSK1",2,2
"7985","PCSK2",5,7
"7986","PCSK4",1,1
"7987","PCSK5",5,7
"7988","PCSK6",2,2
"7989","PCSK7",1,1
"7990","PCYOX1",2,2
"7991","PCYOX1L",2,2
"7992","PCYT1A",2,3
"7993","PCYT1B",1,1
"7994","PCYT2",1,1
"7995","PDC",1,1
"7996","PDCD10",1,1
"7997","PDCD11",3,3
"7998","PDCD1LG2",1,1
"7999","PDCD2",1,1
"8000","PDCD2L",2,2
"8001","PDCD4",1,1
"8002","PDCD6IP",1,1
"8003","PDCL",2,2
"8004","PDCL2",1,1
"8005","PDE11A",3,3
"8006","PDE12",2,2
"8007","PDE1A",2,2
"8008","PDE1B",1,1
"8009","PDE1C",4,6
"8010","PDE2A",2,2
"8011","PDE3A",2,2
"8012","PDE3B",2,2
"8013","PDE4A",3,3
"8014","PDE4B",1,1
"8015","PDE4D",3,3
"8016","PDE4DIP",3,4
"8017","PDE5A",2,2
"8018","PDE6A",4,4
"8019","PDE6B",4,4
"8020","PDE6C",3,4
"8021","PDE6D",1,1
"8022","PDE7A",3,3
"8023","PDE7B",1,1
"8024","PDE8A",1,1
"8025","PDE8B",3,3
"8026","PDE9A",2,2
"8027","PDGFA",1,1
"8028","PDGFC",2,2
"8029","PDGFD",3,3
"8030","PDGFRA",8,9
"8031","PDGFRB",2,2
"8032","PDHA1",1,1
"8033","PDHA2",5,5
"8034","PDHB",1,1
"8035","PDHX",1,1
"8036","PDIA2",1,1
"8037","PDIA3",1,1
"8038","PDIA4",1,1
"8039","PDIA6",1,1
"8040","PDIK1L",1,1
"8041","PDILT",3,3
"8042","PDK1",1,1
"8043","PDK3",2,2
"8044","PDK4",1,1
"8045","PDLIM1",1,1
"8046","PDLIM3",2,3
"8047","PDLIM5",2,2
"8048","PDP1",2,2
"8049","PDP2",1,1
"8050","PDPR",1,1
"8051","PDS5A",3,3
"8052","PDS5B",1,1
"8053","PDSS1",2,2
"8054","PDXDC1",3,4
"8055","PDXK",1,1
"8056","PDYN",1,1
"8057","PDZD11",1,1
"8058","PDZD2",2,2
"8059","PDZD4",4,4
"8060","PDZD7",1,1
"8061","PDZD8",2,2
"8062","PDZD9",1,1
"8063","PDZK1",1,1
"8064","PDZRN3",2,2
"8065","PDZRN4",3,4
"8066","PEAK1",3,3
"8067","PEAK3",2,2
"8068","PEAR1",3,3
"8069","PEBP1",1,1
"8070","PEG10",1,1
"8071","PEG3",5,5
"8072","PELI1",1,1
"8073","PELI2",2,2
"8074","PELI3",1,1
"8075","PELP1",1,1
"8076","PEMT",1,1
"8077","PENK",1,1
"8078","PEPD",1,1
"8079","PER1",2,2
"8080","PER3",2,2
"8081","PERP",2,3
"8082","PES1",1,1
"8083","PEX1",4,4
"8084","PEX10",2,2
"8085","PEX11A",1,1
"8086","PEX11B",1,1
"8087","PEX11G",1,1
"8088","PEX13",1,1
"8089","PEX14",3,4
"8090","PEX16",1,1
"8091","PEX19",2,2
"8092","PEX2",2,2
"8093","PEX3",2,2
"8094","PEX5",1,1
"8095","PEX5L",3,3
"8096","PEX6",3,3
"8097","PFAS",2,2
"8098","PFKFB1",2,2
"8099","PFKFB2",1,1
"8100","PFKFB3",1,1
"8101","PFKFB4",3,4
"8102","PFKL",2,2
"8103","PFKM",2,2
"8104","PFKP",1,1
"8105","PGA5",1,2
"8106","PGAM4",1,1
"8107","PGAM5",2,2
"8108","PGAP1",1,1
"8109","PGAP4",3,4
"8110","PGBD1",3,4
"8111","PGBD4",2,3
"8112","PGBD5",2,2
"8113","PGC",1,1
"8114","PGF",1,1
"8115","PGGHG",3,3
"8116","PGK2",2,3
"8117","PGLS",1,1
"8118","PGLYRP1",1,1
"8119","PGLYRP3",1,1
"8120","PGM3",1,1
"8121","PGM5",1,2
"8122","PGP",1,1
"8123","PGPEP1",1,1
"8124","PGPEP1L",2,2
"8125","PGR",4,5
"8126","PGRMC1",1,1
"8127","PGS1",2,2
"8128","PHACTR1",2,2
"8129","PHACTR2",2,2
"8130","PHACTR4",2,2
"8131","PHAX",2,2
"8132","PHC1",3,3
"8133","PHC2",2,2
"8134","PHC3",1,1
"8135","PHETA2",1,1
"8136","PHEX",6,6
"8137","PHF1",2,2
"8138","PHF10",1,1
"8139","PHF12",2,2
"8140","PHF13",1,1
"8141","PHF19",1,1
"8142","PHF2",3,3
"8143","PHF20",2,2
"8144","PHF20L1",2,2
"8145","PHF21A",2,2
"8146","PHF21B",1,1
"8147","PHF23",1,1
"8148","PHF24",1,1
"8149","PHF3",5,6
"8150","PHF6",1,1
"8151","PHF7",2,2
"8152","PHF8",5,5
"8153","PHGDH",1,1
"8154","PHIP",2,2
"8155","PHKA1",2,2
"8156","PHKA2",3,3
"8157","PHKB",1,1
"8158","PHKG1",1,1
"8159","PHKG2",1,1
"8160","PHLDB1",2,2
"8161","PHLDB2",3,4
"8162","PHLPP1",3,4
"8163","PHLPP2",1,1
"8164","PHOSPHO1",1,1
"8165","PHOSPHO2",2,2
"8166","PHOX2A",1,1
"8167","PHOX2B",2,2
"8168","PHRF1",2,2
"8169","PHTF1",2,2
"8170","PHTF2",3,3
"8171","PHYH",2,2
"8172","PHYHIP",2,2
"8173","PHYHIPL",1,1
"8174","PHYKPL",1,1
"8175","PI15",1,1
"8176","PI16",1,1
"8177","PI3",1,1
"8178","PI4K2A",2,2
"8179","PI4K2B",2,2
"8180","PI4KA",2,3
"8181","PI4KB",2,2
"8182","PIAS1",1,1
"8183","PIAS2",2,3
"8184","PIAS3",3,3
"8185","PIBF1",2,2
"8186","PICALM",3,3
"8187","PICK1",2,2
"8188","PID1",2,2
"8189","PIDD1",1,1
"8190","PIEZO2",2,2
"8191","PIF1",2,2
"8192","PIGA",1,1
"8193","PIGB",1,1
"8194","PIGF",1,1
"8195","PIGH",1,1
"8196","PIGK",1,1
"8197","PIGM",1,1
"8198","PIGO",1,1
"8199","PIGR",1,1
"8200","PIGT",2,2
"8201","PIGV",2,2
"8202","PIGX",1,1
"8203","PIGY",1,1
"8204","PIH1D2",1,1
"8205","PIK3AP1",4,5
"8206","PIK3C2A",2,2
"8207","PIK3C2B",3,3
"8208","PIK3C2G",7,7
"8209","PIK3C3",2,2
"8210","PIK3CA",14,15
"8211","PIK3CB",4,4
"8212","PIK3CD",3,3
"8213","PIK3CG",11,14
"8214","PIK3R1",12,14
"8215","PIK3R2",2,2
"8216","PIK3R4",2,2
"8217","PIK3R5",2,2
"8218","PIK3R6",3,3
"8219","PIKFYVE",4,4
"8220","PIM2",1,2
"8221","PIM3",1,1
"8222","PIMREG",1,1
"8223","PINK1",2,2
"8224","PIP",1,1
"8225","PIP4K2A",2,2
"8226","PIP4K2B",2,2
"8227","PIP4K2C",1,2
"8228","PIP4P2",1,1
"8229","PIP5K1A",1,1
"8230","PIP5K1B",1,1
"8231","PIP5K1C",2,3
"8232","PIPOX",3,3
"8233","PIR",3,4
"8234","PISD",1,1
"8235","PITHD1",1,1
"8236","PITPNA",1,1
"8237","PITPNB",2,3
"8238","PITPNC1",1,1
"8239","PITPNM1",2,2
