"","Hugo_Symbol","n_pts","n_tumor_samples"
"6218","MARCHF4",2,2
"6219","MARCHF5",1,1
"6220","MARCHF6",3,5
"6221","MARCHF7",1,1
"6222","MARCHF8",1,1
"6223","MARCKS",1,1
"6224","MARCO",1,1
"6225","MARF1",2,2
"6226","MARK1",1,1
"6227","MARK2",1,1
"6228","MARK3",1,1
"6229","MARK4",2,3
"6230","MARS1",2,2
"6231","MARVELD2",1,1
"6232","MARVELD3",1,1
"6233","MAS1L",1,1
"6234","MASP1",3,4
"6235","MAST1",5,7
"6236","MAST2",4,4
"6237","MAST3",4,4
"6238","MAST4",4,4
"6239","MASTL",1,1
"6240","MAT1A",3,3
"6241","MAT2A",1,2
"6242","MATK",3,4
"6243","MATN1",1,1
"6244","MATN2",3,3
"6245","MATN3",1,1
"6246","MATN4",4,4
"6247","MATR3",1,1
"6248","MAVS",2,2
"6249","MAX",1,1
"6250","MB21D2",1,1
"6251","MBD1",2,2
"6252","MBD2",1,1
"6253","MBD3",1,1
"6254","MBD4",2,2
"6255","MBD5",1,1
"6256","MBIP",2,2
"6257","MBLAC1",1,1
"6258","MBLAC2",1,1
"6259","MBNL1",3,3
"6260","MBNL2",1,1
"6261","MBNL3",2,2
"6262","MBOAT1",3,3
"6263","MBOAT2",1,1
"6264","MBOAT7",1,1
"6265","MBTD1",1,1
"6266","MBTPS1",4,4
"6267","MC1R",1,1
"6268","MC2R",3,3
"6269","MC3R",3,4
"6270","MC4R",2,2
"6271","MC5R",2,2
"6272","MCAM",1,1
"6273","MCAT",1,1
"6274","MCC",2,2
"6275","MCCC1",2,2
"6276","MCCC2",1,1
"6277","MCEMP1",1,1
"6278","MCF2",1,1
"6279","MCF2L",2,2
"6280","MCF2L2",2,2
"6281","MCHR1",1,1
"6282","MCHR2",1,1
"6283","MCM10",1,1
"6284","MCM2",1,1
"6285","MCM3",5,5
"6286","MCM3AP",2,2
"6287","MCM4",1,1
"6288","MCM5",2,2
"6289","MCM6",4,4
"6290","MCM7",1,1
"6291","MCM8",2,2
"6292","MCMBP",2,2
"6293","MCMDC2",2,2
"6294","MCOLN1",1,1
"6295","MCOLN2",3,3
"6296","MCOLN3",3,4
"6297","MCPH1",1,1
"6298","MCRIP2",1,1
"6299","MCRS1",1,2
"6300","MCTP1",5,5
"6301","MCTP2",2,2
"6302","MCTS1",1,1
"6303","MCU",1,1
"6304","MDC1",2,2
"6305","MDFIC",1,1
"6306","MDGA1",2,2
"6307","MDGA2",4,6
"6308","MDH1",1,1
"6309","MDH1B",2,2
"6310","MDH2",2,2
"6311","MDK",2,2
"6312","MDM1",3,3
"6313","MDM2",2,2
"6314","MDM4",2,2
"6315","MDN1",3,4
"6316","MDS2",1,1
"6317","ME1",2,2
"6318","ME2",1,1
"6319","ME3",2,2
"6320","MEAK7",2,3
"6321","MECOM",5,6
"6322","MECP2",3,3
"6323","MECR",1,1
"6324","MED1",1,1
"6325","MED10",1,1
"6326","MED12",6,8
"6327","MED12L",5,5
"6328","MED13",5,5
"6329","MED13L",3,3
"6330","MED14",2,2
"6331","MED16",1,1
"6332","MED17",1,1
"6333","MED21",1,1
"6334","MED22",1,1
"6335","MED23",2,2
"6336","MED25",1,1
"6337","MED27",1,1
"6338","MED4",2,2
"6339","MED6",1,1
"6340","MED7",1,2
"6341","MEF2A",1,1
"6342","MEF2D",1,1
"6343","MEFV",1,1
"6344","MEGF10",2,2
"6345","MEGF11",1,1
"6346","MEGF6",5,5
"6347","MEGF8",4,4
"6348","MEGF9",1,1
"6349","MEI1",1,1
"6350","MEIS2",1,1
"6351","MEIS3",3,3
"6352","MELK",1,1
"6353","MELTF",3,3
"6354","MEN1",2,2
"6355","MEOX2",1,1
"6356","MEP1A",1,1
"6357","MEPCE",1,1
"6358","MEPE",1,1
"6359","MERTK",3,4
"6360","MESP2",1,1
"6361","MEST",2,2
"6362","MET",4,4
"6363","METAP1",1,1
"6364","METAP1D",1,1
"6365","METAP2",1,1
"6366","METTL1",1,1
"6367","METTL14",1,1
"6368","METTL15",2,2
"6369","METTL16",1,1
"6370","METTL18",1,1
"6371","METTL21C",2,3
"6372","METTL25",1,1
"6373","METTL2A",2,2
"6374","METTL2B",1,1
"6375","METTL3",1,1
"6376","METTL4",1,1
"6377","METTL6",2,2
"6378","METTL7A",1,1
"6379","METTL8",1,1
"6380","MEX3A",1,1
"6381","MEX3B",3,3
"6382","MEX3C",1,1
"6383","MFAP1",3,4
"6384","MFAP3L",1,1
"6385","MFF",1,1
"6386","MFHAS1",2,2
"6387","MFN1",1,1
"6388","MFN2",1,1
"6389","MFNG",1,1
"6390","MFRP",3,3
"6391","MFSD11",1,1
"6392","MFSD12",1,1
"6393","MFSD13A",1,1
"6394","MFSD14A",1,1
"6395","MFSD14B",1,1
"6396","MFSD2A",2,2
"6397","MFSD2B",1,1
"6398","MFSD3",1,1
"6399","MFSD4B",1,1
"6400","MFSD5",2,2
"6401","MFSD6",1,1
"6402","MFSD6L",3,3
"6403","MFSD8",2,2
"6404","MFSD9",3,4
"6405","MGA",2,3
"6406","MGAM",4,5
"6407","MGAT1",1,1
"6408","MGAT2",4,4
"6409","MGAT3",2,2
"6410","MGAT4A",1,1
"6411","MGAT4C",4,4
"6412","MGAT5",1,1
"6413","MGAT5B",2,3
"6414","MGLL",1,1
"6415","MGME1",1,2
"6416","MGMT",1,1
"6417","MGRN1",2,2
"6418","MGST1",1,1
"6419","MGST3",1,1
"6420","MIA",1,1
"6421","MIA2",3,3
"6422","MIA3",3,3
"6423","MIB1",3,3
"6424","MIB2",1,1
"6425","MICAL1",2,2
"6426","MICAL2",1,1
"6427","MICAL3",2,2
"6428","MICALL2",2,2
"6429","MICB",1,1
"6430","MICU1",2,2
"6431","MICU2",1,1
"6432","MID1",3,3
"6433","MID2",4,6
"6434","MIDEAS",3,3
"6435","MIDN",2,2
"6436","MIEF2",1,1
"6437","MIER2",1,1
"6438","MIER3",2,3
"6439","MIGA1",1,1
"6440","MIGA2",1,1
"6441","MIIP",1,1
"6442","MILR1",1,1
"6443","MINAR1",1,1
"6444","MINDY2",1,1
"6445","MINDY3",1,1
"6446","MINDY4",1,1
"6447","MINK1",1,1
"6448","MINPP1",1,1
"6449","MIOS",3,3
"6450","MIOX",1,1
"6451","MIP",2,2
"6452","MIPOL1",1,1
"6453","MIR1-1HG-AS1",2,2
"6454","MIR1179",1,1
"6455","MIR1185-2",1,1
"6456","MIR1208",1,1
"6457","MIR124-1",1,1
"6458","MIR1261",1,1
"6459","MIR1283-1",1,1
"6460","MIR1323",1,1
"6461","MIR133B",1,1
"6462","MIR147A",1,1
"6463","MIR1915",1,1
"6464","MIR20A",1,1
"6465","MIR30C2",1,1
"6466","MIR325",1,1
"6467","MIR34A",1,2
"6468","MIR372",1,1
"6469","MIR376A2",1,1
"6470","MIR380",1,1
"6471","MIR424",1,1
"6472","MIR492",1,1
"6473","MIR495",1,1
"6474","MIR508",1,2
"6475","MIR513B",1,1
"6476","MIR515-1",1,1
"6477","MIR516A2",2,2
"6478","MIR517A",1,1
"6479","MIR518C",1,1
"6480","MIR519C",1,1
"6481","MIR519D",1,1
"6482","MIR520C",1,1
"6483","MIR543",1,1
"6484","MIR548A2",1,1
"6485","MIR548I2",1,1
"6486","MIR550A2",1,1
"6487","MIR551B",2,2
"6488","MIR646",1,1
"6489","MIR758",1,1
"6490","MIR9-1HG",1,1
"6491","MIS12",2,3
"6492","MITF",1,1
"6493","MKI67",7,7
"6494","MKLN1",1,1
"6495","MKNK1",2,2
"6496","MKRN1",3,4
"6497","MKRN2",2,2
"6498","MKRN3",3,3
"6499","MKS1",2,3
"6500","MKX",2,2
"6501","MLEC",1,1
"6502","MLH1",1,1
"6503","MLH3",3,3
"6504","MLIP",1,1
"6505","MLKL",2,2
"6506","MLLT1",2,2
"6507","MLLT3",2,3
"6508","MLLT6",1,1
"6509","MLPH",2,2
"6510","MLST8",3,3
"6511","MLXIP",1,1
"6512","MLXIPL",5,5
"6513","MMAA",1,1
"6514","MMD",1,1
"6515","MME",3,3
"6516","MMEL1",2,2
"6517","MMP1",2,2
"6518","MMP10",1,1
"6519","MMP11",1,1
"6520","MMP12",3,3
"6521","MMP13",3,3
"6522","MMP14",3,4
"6523","MMP15",2,2
"6524","MMP16",1,1
"6525","MMP17",2,2
"6526","MMP19",1,1
"6527","MMP2",2,2
"6528","MMP20",1,2
"6529","MMP21",2,2
"6530","MMP24",1,1
"6531","MMP27",2,2
"6532","MMP28",2,2
"6533","MMP3",2,2
"6534","MMP7",2,2
"6535","MMP8",1,1
"6536","MMP9",3,3
"6537","MMRN1",5,6
"6538","MMS19",1,1
"6539","MMS22L",1,1
"6540","MMUT",2,2
"6541","MN1",2,2
"6542","MNDA",2,2
"6543","MNS1",2,2
"6544","MOAP1",2,2
"6545","MOB1B",1,1
"6546","MOB3A",1,1
"6547","MOB3B",4,4
"6548","MOB3C",1,1
"6549","MOB4",1,1
"6550","MOCOS",3,3
"6551","MOCS1",4,5
"6552","MOCS2",1,1
"6553","MOG",1,1
"6554","MOGAT1",1,1
"6555","MOGAT3",1,1
"6556","MOGS",2,2
"6557","MON1A",1,1
"6558","MON1B",1,1
"6559","MON2",2,2
"6560","MORC1",6,8
"6561","MORC3",3,4
"6562","MORC4",4,4
"6563","MORF4L1",1,1
"6564","MORF4L2",3,5
"6565","MORN5",1,1
"6566","MOS",1,1
"6567","MOSPD2",2,2
"6568","MOSPD3",1,1
"6569","MOV10",4,4
"6570","MOV10L1",2,2
"6571","MOXD1",2,2
"6572","MPDZ",1,1
"6573","MPEG1",2,2
"6574","MPG",1,1
"6575","MPHOSPH10",2,2
"6576","MPHOSPH8",2,2
"6577","MPHOSPH9",3,3
"6578","MPO",3,4
"6579","MPP1",2,2
"6580","MPP2",1,1
"6581","MPP3",1,1
"6582","MPP4",1,1
"6583","MPP5",1,2
"6584","MPP6",1,1
"6585","MPP7",2,3
"6586","MPPE1",2,2
"6587","MPRIP",1,1
"6588","MPZ",1,1
"6589","MPZL1",1,1
"6590","MPZL3",1,1
"6591","MR1",2,2
"6592","MRAP2",1,1
"6593","MRAS",1,1
"6594","MRC1",6,6
"6595","MRC2",4,4
"6596","MRE11",1,1
"6597","MRFAP1L1",1,1
"6598","MRGBP",1,2
"6599","MRGPRD",1,1
"6600","MRGPRE",4,4
"6601","MRGPRX1",3,3
"6602","MRGPRX2",1,2
"6603","MRGPRX3",3,4
"6604","MRGPRX4",3,3
"6605","MRI1",1,2
"6606","MRNIP",1,1
"6607","MRO",2,2
"6608","MROH1",1,1
"6609","MROH2B",6,8
"6610","MROH5",4,4
"6611","MROH7",1,2
"6612","MROH8",1,1
"6613","MROH9",1,2
"6614","MRPL1",1,1
"6615","MRPL11",2,2
"6616","MRPL13",1,1
"6617","MRPL14",1,1
"6618","MRPL15",2,2
"6619","MRPL2",1,2
"6620","MRPL20",1,1
"6621","MRPL28",1,1
"6622","MRPL30",2,3
"6623","MRPL33",1,1
"6624","MRPL35",1,1
"6625","MRPL39",1,1
"6626","MRPL4",1,2
"6627","MRPL47",2,2
"6628","MRPL49",1,2
"6629","MRPL54",1,1
"6630","MRPL55",1,1
"6631","MRPL58",1,1
"6632","MRPL9",1,1
"6633","MRPS10",1,1
"6634","MRPS17",1,1
"6635","MRPS17P9",1,1
"6636","MRPS22",1,1
"6637","MRPS27",2,2
"6638","MRPS30",1,1
"6639","MRPS35",2,2
"6640","MRPS5",2,3
"6641","MRPS9",1,1
"6642","MRTFB",3,4
"6643","MS4A1",1,2
"6644","MS4A10",1,1
"6645","MS4A12",1,1
"6646","MS4A15",1,1
"6647","MS4A5",3,3
"6648","MS4A6A",2,3
"6649","MS4A6E",1,1
"6650","MS4A7",2,3
"6651","MS4A8",3,3
"6652","MSANTD2",2,2
"6653","MSANTD3",1,1
"6654","MSANTD4",1,1
"6655","MSC",1,1
"6656","MSH2",1,1
"6657","MSH3",1,1
"6658","MSH4",4,4
"6659","MSH5",1,1
"6660","MSH6",7,7
"6661","MSI1",1,1
"6662","MSI2",1,1
"6663","MSL1",1,1
"6664","MSL2",4,5
"6665","MSL3",2,2
"6666","MSLN",2,2
"6667","MSLNL",2,2
"6668","MSN",1,1
"6669","MSR1",2,2
"6670","MSRA",1,1
"6671","MSS51",2,2
"6672","MST1",1,1
"6673","MST1R",2,2
"6674","MSTN",1,1
"6675","MSTO1",1,1
"6676","MSX1",1,1
"6677","MSX2",1,1
"6678","MT1B",1,1
"6679","MT1F",1,1
"6680","MT1H",1,1
"6681","MTA1",3,3
"6682","MTA2",2,2
"6683","MTA3",3,3
"6684","MTAP",1,1
"6685","MTARC2",1,2
"6686","MTCH2",1,1
"6687","MTCL1",3,3
"6688","MTCP1",1,2
"6689","MTDH",1,1
"6690","MTERF1",2,2
"6691","MTERF2",2,2
"6692","MTERF3",1,1
"6693","MTF1",4,4
"6694","MTF2",2,2
"6695","MTHFD1L",2,3
"6696","MTHFR",1,1
"6697","MTIF3",1,1
"6698","MTM1",4,4
"6699","MTMR1",4,4
"6700","MTMR10",2,2
"6701","MTMR11",4,5
"6702","MTMR12",1,1
"6703","MTMR2",2,2
"6704","MTMR3",1,1
"6705","MTMR4",1,1
"6706","MTMR7",1,1
"6707","MTMR8",3,3
"6708","MTMR9",1,1
"6709","MTNR1A",1,1
"6710","MTNR1B",1,2
"6711","MTO1",1,1
"6712","MTOR",3,3
"6713","MTPAP",1,1
"6714","MTR",2,2
"6715","MTRES1",1,1
"6716","MTREX",3,3
"6717","MTRF1",1,1
"6718","MTRF1L",1,1
"6719","MTRR",2,2
"6720","MTSS1",1,1
"6721","MTTP",2,2
"6722","MTUS1",3,3
"6723","MTUS2",3,3
"6724","MTX1",1,1
"6725","MUC13",1,1
"6726","MUC16",24,32
"6727","MUC17",12,13
"6728","MUC2",7,7
"6729","MUC20",1,1
"6730","MUC21",1,1
"6731","MUC3A",7,9
"6732","MUC4",3,4
"6733","MUC5AC",5,5
"6734","MUC5B",6,6
"6735","MUC6",3,3
"6736","MUCL1",1,1
"6737","MUS81",2,2
"6738","MUSK",2,2
"6739","MVD",2,3
"6740","MVK",1,1
"6741","MVP",1,1
"6742","MX1",1,1
"6743","MX2",3,3
"6744","MXD1",2,2
"6745","MXD3",1,1
"6746","MXD4",1,1
"6747","MXI1",1,1
"6748","MXRA5",13,14
"6749","MXRA7",1,1
"6750","MYB",2,2
"6751","MYBBP1A",2,2
"6752","MYBL1",3,3
"6753","MYBL2",1,1
"6754","MYBPC1",2,2
"6755","MYBPC2",2,3
"6756","MYBPC3",2,2
"6757","MYBPH",1,1
"6758","MYBPHL",1,1
"6759","MYCBP2",3,3
"6760","MYCBPAP",2,2
"6761","MYCL",1,1
"6762","MYCN",2,2
"6763","MYCT1",2,3
"6764","MYD88",1,1
"6765","MYDGF",2,2
"6766","MYEF2",1,1
"6767","MYEOV",1,1
"6768","MYF5",2,2
"6769","MYH1",7,9
"6770","MYH10",3,3
"6771","MYH11",7,8
"6772","MYH13",4,4
"6773","MYH14",3,3
"6774","MYH15",2,2
"6775","MYH2",8,9
"6776","MYH3",5,5
"6777","MYH4",4,6
"6778","MYH6",7,8
"6779","MYH7",3,3
"6780","MYH7B",3,3
"6781","MYH8",3,3
"6782","MYH9",2,2
"6783","MYL10",1,1
"6784","MYL2",1,1
"6785","MYL3",1,1
"6786","MYL4",2,2
"6787","MYL5",1,1
"6788","MYL6B",1,1
"6789","MYLIP",1,1
"6790","MYLK",4,6
"6791","MYLK2",3,3
"6792","MYLK3",2,2
"6793","MYLK4",2,3
"6794","MYMK",1,1
"6795","MYNN",1,1
"6796","MYO10",4,4
"6797","MYO15A",7,7
"6798","MYO16",5,5
"6799","MYO18A",2,2
"6800","MYO18B",1,1
"6801","MYO19",2,2
"6802","MYO1A",3,3
"6803","MYO1B",4,5
"6804","MYO1C",2,2
"6805","MYO1D",3,4
"6806","MYO1E",3,3
"6807","MYO1F",2,2
"6808","MYO1G",3,3
"6809","MYO1H",2,3
"6810","MYO3A",6,6
"6811","MYO3B",3,4
"6812","MYO5A",1,1
"6813","MYO5B",3,3
"6814","MYO5C",2,2
"6815","MYO6",2,2
"6816","MYO7A",4,5
"6817","MYO7B",1,1
"6818","MYO9A",3,3
"6819","MYO9B",2,2
"6820","MYOC",3,3
"6821","MYOCD",3,3
"6822","MYOD1",1,1
"6823","MYOF",5,5
"6824","MYOM1",3,3
"6825","MYOM2",3,3
"6826","MYOM3",5,5
"6827","MYORG",2,2
"6828","MYOT",1,1
"6829","MYOZ1",1,1
"6830","MYOZ2",1,1
"6831","MYOZ3",1,1
"6832","MYPN",2,2
"6833","MYRF",2,2
"6834","MYRIP",2,2
"6835","MYSM1",2,2
"6836","MYT1",2,2
"6837","MYT1L",3,4
"6838","MZF1",1,1
"6839","N4BP2",2,2
"6840","N4BP2L1",1,1
"6841","N4BP2L2",4,5
"6842","N4BP3",3,3
"6843","NAA10",1,1
"6844","NAA11",3,4
"6845","NAA15",2,2
"6846","NAA16",1,1
"6847","NAA25",3,3
"6848","NAA35",2,2
"6849","NAA38",1,1
"6850","NAA60",1,1
"6851","NAAA",1,1
"6852","NAALAD2",2,2
"6853","NAALADL1",2,2
"6854","NAALADL2",3,3
"6855","NAB1",1,1
"6856","NAB2",1,1
"6857","NACA",1,1
"6858","NACC2",1,1
"6859","NADK",1,1
"6860","NADK2",2,2
"6861","NAF1",2,2
"6862","NAGA",1,1
"6863","NAGK",2,3
"6864","NAIF1",1,1
"6865","NAIP",1,1
"6866","NALCN",3,3
"6867","NAMPT",1,1
"6868","NANOG",1,1
"6869","NANP",2,2
"6870","NANS",2,2
"6871","NAP1L1",2,2
"6872","NAP1L2",1,2
"6873","NAP1L3",2,2
"6874","NAP1L4",1,1
"6875","NAP1L5",1,1
"6876","NAPA",1,1
"6877","NAPEPLD",1,1
"6878","NAPG",1,1
"6879","NAPSA",1,1
"6880","NARF",1,1
"6881","NARS1",2,2
"6882","NARS2",2,2
"6883","NASP",1,1
"6884","NAT1",1,1
"6885","NAT10",1,1
"6886","NAT16",2,3
"6887","NAT8",1,1
"6888","NAV1",5,6
"6889","NAV2",7,7
"6890","NAV3",1,1
"6891","NBAS",2,2
"6892","NBEA",4,4
"6893","NBEAL1",4,4
"6894","NBEAL2",3,3
"6895","NBPF11",1,1
"6896","NBPF15",2,2
"6897","NBPF25P",2,2
"6898","NBPF26",2,2
"6899","NBPF7",1,1
"6900","NBPF9",1,1
"6901","NBR1",1,1
"6902","NCAM1",2,2
"6903","NCAM2",1,1
"6904","NCAN",4,4
"6905","NCAPD2",2,2
"6906","NCAPD3",2,2
"6907","NCAPG",1,1
"6908","NCAPG2",2,2
"6909","NCAPH",2,2
"6910","NCAPH2",1,1
"6911","NCBP2",1,1
"6912","NCBP3",1,1
"6913","NCDN",2,3
"6914","NCEH1",1,1
"6915","NCF1",1,1
"6916","NCK2",1,1
"6917","NCKAP1",2,2
"6918","NCKAP1L",5,7
"6919","NCKAP5",2,2
"6920","NCKAP5L",2,2
"6921","NCKIPSD",1,1
"6922","NCL",3,4
"6923","NCOA1",3,3
"6924","NCOA2",2,2
"6925","NCOA3",3,3
"6926","NCOA4",1,1
"6927","NCOA5",1,1
"6928","NCOA6",3,3
"6929","NCOA7",2,2
"6930","NCOR1",3,3
"6931","NCOR2",2,2
"6932","NCR1",1,1
"6933","NCR2",1,1
"6934","NCSTN",1,1
"6935","NDC80",1,1
"6936","NDE1",1,1
"6937","NDEL1",1,1
"6938","NDFIP1",2,2
"6939","NDN",2,2
"6940","NDNF",2,2
"6941","NDOR1",1,1
"6942","NDP",1,1
"6943","NDRG1",1,1
"6944","NDRG2",2,2
"6945","NDRG3",1,1
"6946","NDRG4",1,2
"6947","NDST1",3,4
"6948","NDST2",2,2
"6949","NDST3",3,3
"6950","NDST4",4,4
"6951","NDUFA10",2,3
"6952","NDUFA3",2,2
"6953","NDUFA4",1,1
"6954","NDUFA4L2",1,1
"6955","NDUFA5",1,1
"6956","NDUFAF1",1,1
"6957","NDUFAF4",1,1
"6958","NDUFAF5",2,2
"6959","NDUFAF6",2,2
"6960","NDUFB11",1,1
"6961","NDUFB6",1,1
"6962","NDUFS4",1,1
"6963","NDUFS7",1,1
"6964","NDUFV1",2,2
"6965","NDUFV3",3,3
"6966","NEB",6,7
"6967","NEBL",3,3
"6968","NECAB1",2,3
"6969","NECAB2",2,3
"6970","NECAP1",2,2
"6971","NECAP2",2,2
"6972","NECTIN1",1,1
"6973","NECTIN2",2,2
"6974","NECTIN3",2,2
"6975","NECTIN4",1,1
"6976","NEDD1",1,1
"6977","NEDD4",3,3
"6978","NEDD4L",3,4
"6979","NEDD9",1,1
"6980","NEFL",3,4
"6981","NEFM",2,2
"6982","NEGR1",2,2
"6983","NEIL1",1,1
"6984","NEIL3",1,1
"6985","NEK1",1,1
"6986","NEK10",4,4
"6987","NEK11",1,1
"6988","NEK2",3,3
"6989","NEK3",2,3
"6990","NEK4",1,1
"6991","NEK5",2,2
"6992","NEK6",3,4
"6993","NEK8",2,2
"6994","NEK9",2,2
"6995","NELFA",1,1
"6996","NELFCD",2,2
"6997","NELL1",2,2
"6998","NELL2",1,1
"6999","NEMF",2,2
"7000","NEMP1",1,1
"7001","NEO1",2,2
"7002","NES",1,1
"7003","NET1",1,1
"7004","NETO1",6,6
"7005","NETO2",1,1
"7006","NEU1",2,2
"7007","NEU2",2,2
"7008","NEU3",1,1
"7009","NEU4",2,2
"7010","NEURL2",1,1
"7011","NEURL4",2,2
"7012","NEUROD1",1,1
"7013","NEUROG2",1,1
"7014","NEXMIF",2,2
"7015","NEXN",3,3
"7016","NF1",19,22
"7017","NF2",1,1
"7018","NFAM1",1,1
"7019","NFASC",3,3
"7020","NFAT5",2,2
"7021","NFATC1",2,2
"7022","NFATC2",3,3
"7023","NFATC2IP",2,2
"7024","NFATC3",2,2
"7025","NFATC4",4,4
"7026","NFE2",3,3
"7027","NFE2L2",1,1
"7028","NFE2L3",2,2
"7029","NFIA",1,1
"7030","NFIB",4,4
"7031","NFIC",1,1
"7032","NFIL3",2,3
"7033","NFIX",1,1
"7034","NFKB1",1,1
"7035","NFKB2",1,1
"7036","NFKBIA",2,2
"7037","NFKBIB",2,2
"7038","NFKBIL1",1,1
"7039","NFKBIZ",1,1
"7040","NFRKB",3,3
"7041","NFS1",1,1
"7042","NFX1",3,4
"7043","NFXL1",2,2
"7044","NFYC",2,2
"7045","NGDN",1,1
"7046","NGF",2,3
"7047","NGFR",2,2
"7048","NGLY1",2,2
"7049","NHEJ1",1,1
"7050","NHLRC1",1,1
"7051","NHLRC2",3,3
"7052","NHLRC3",1,1
"7053","NHS",3,3
"7054","NHSL2",1,1
"7055","NIBAN1",3,3
"7056","NIBAN2",3,3
"7057","NIBAN3",1,1
"7058","NID1",3,3
"7059","NID2",1,1
"7060","NIF3L1",1,1
"7061","NIM1K",2,2
"7062","NIN",4,4
"7063","NINJ1",1,1
"7064","NINL",1,1
"7065","NIP7",1,1
"7066","NIPA1",2,3
"7067","NIPAL1",1,1
"7068","NIPAL2",2,3
"7069","NIPAL3",2,2
"7070","NIPAL4",1,1
"7071","NIPBL",4,4
"7072","NIPSNAP2",1,2
"7073","NIPSNAP3A",1,1
"7074","NISCH",3,3
"7075","NIT2",1,1
"7076","NKAIN2",1,1
"7077","NKAP",1,1
"7078","NKAPL",2,2
"7079","NKD1",1,1
"7080","NKD2",2,2
"7081","NKIRAS1",2,3
"7082","NKIRAS2",1,1
"7083","NKTR",4,4
"7084","NKX2-1",1,1
"7085","NKX2-3",1,1
"7086","NKX6-1",1,1
"7087","NLE1",2,2
"7088","NLGN1",4,4
"7089","NLGN2",2,2
"7090","NLGN3",2,2
"7091","NLGN4X",2,2
"7092","NLK",1,1
"7093","NLRC3",2,2
"7094","NLRC4",1,1
"7095","NLRC5",1,1
"7096","NLRP1",2,2
"7097","NLRP10",1,1
"7098","NLRP11",4,5
"7099","NLRP12",6,7
"7100","NLRP13",5,6
"7101","NLRP14",1,1
"7102","NLRP2",3,4
"7103","NLRP3",3,4
"7104","NLRP4",5,6
"7105","NLRP5",3,3
"7106","NLRP6",2,2
"7107","NLRP7",4,6
"7108","NLRP8",6,7
"7109","NLRP9",2,2
"7110","NLRX1",3,3
"7111","NMBR",2,2
"7112","NMD3",2,2
"7113","NME4",1,1
"7114","NME5",1,1
"7115","NME7",2,3
"7116","NME8",5,7
"7117","NMNAT2",2,2
"7118","NMNAT3",1,1
"7119","NMRAL1",1,1
"7120","NMRK1",1,1
"7121","NMRK2",2,3
"7122","NMS",2,2
"7123","NMT2",2,3
"7124","NMUR1",1,1
"7125","NMUR2",1,1
"7126","NOA1",1,1
"7127","NOBOX",2,2
"7128","NOC2L",2,2
"7129","NOC3L",2,2
"7130","NOC4L",1,1
"7131","NOD1",3,4
"7132","NOD2",1,1
"7133","NOL11",2,2
"7134","NOL3",1,1
"7135","NOL4",2,2
"7136","NOL6",4,4
"7137","NOL8",4,4
"7138","NOLC1",2,2
"7139","NOM1",2,2
"7140","NOMO1",2,2
"7141","NOMO2",3,3
"7142","NOMO3",2,2
"7143","NONO",4,4
"7144","NOP2",1,1
"7145","NOP53",2,2
"7146","NOP56",2,2
"7147","NOP58",1,1
"7148","NOP9",2,2
"7149","NOS1",10,10
"7150","NOS1AP",2,3
"7151","NOS2",2,2
"7152","NOS3",2,2
"7153","NOTCH2",2,2
"7154","NOTCH3",3,3
"7155","NOTCH4",3,4
"7156","NOTUM",1,1
"7157","NOVA1",2,2
"7158","NOX1",2,2
"7159","NOX4",4,5
"7160","NOX5",3,3
"7161","NOXRED1",1,1
"7162","NPAP1",5,5
"7163","NPAS2",4,5
"7164","NPAS3",2,2
"7165","NPAS4",3,3
"7166","NPAT",1,1
"7167","NPBWR1",3,3
"7168","NPBWR2",2,2
"7169","NPC1",4,4
"7170","NPC1L1",2,2
"7171","NPDC1",1,1
"7172","NPEPPS",2,2
"7173","NPFFR1",2,2
"7174","NPFFR2",2,2
"7175","NPHP1",3,3
"7176","NPHP3",3,3
"7177","NPHP4",2,2
"7178","NPHS1",5,5
"7179","NPHS2",1,2
"7180","NPIPA1",1,1
"7181","NPLOC4",3,3
"7182","NPR1",1,1
"7183","NPR2",3,3
"7184","NPR3",2,2
"7185","NPRL2",1,1
"7186","NPRL3",2,2
"7187","NPSR1",1,1
"7188","NPTN",1,1
"7189","NPTX1",2,2
"7190","NPTX2",4,5
"7191","NPTXR",1,1
"7192","NPY1R",1,1
"7193","NPY4R",2,2
"7194","NPY5R",2,2
"7195","NR0B2",1,1
"7196","NR1D1",1,1
"7197","NR1H2",2,3
"7198","NR1H3",2,2
"7199","NR1H4",2,2
"7200","NR1I2",1,1
"7201","NR1I3",1,1
"7202","NR2C1",4,4
"7203","NR2C2",2,2
"7204","NR2E1",1,1
"7205","NR2E3",1,1
"7206","NR2F2",1,1
"7207","NR2F6",1,1
"7208","NR3C1",1,1
"7209","NR3C2",4,5
"7210","NR4A2",1,1
"7211","NR4A3",1,1
"7212","NR5A1",2,2
"7213","NR5A2",1,2
"7214","NR6A1",1,1
"7215","NRAP",2,2
"7216","NRAS",2,2
"7217","NRBF2",1,1
"7218","NRCAM",1,1
"7219","NRDC",5,6
"7220","NRDE2",2,2
"7221","NREP",1,1
"7222","NRF1",2,2
"7223","NRG1",4,4
"7224","NRG3",2,2
"7225","NRIP1",2,2
"7226","NRIP2",1,1
"7227","NRIP3",1,1
"7228","NRK",5,6
"7229","NRM",1,1
"7230","NRN1",2,2
"7231","NRN1L",1,1
"7232","NRP1",2,2
"7233","NRP2",2,2
"7234","NRROS",2,2
"7235","NRSN2",1,1
"7236","NRXN1",9,11
"7237","NRXN2",8,9
"7238","NRXN3",4,5
